0	-0.785398	0	1.0472	0	-1.0472	0	0	0	0	0	0	0	0	
1.6834e-05	-0.785428	2.40981e-05	1.04721	1.60393e-05	-1.0462	-1.82452e-05	0.00330694	-0.00617331	0.00484216	0.00102037	0.00123616	0.192677	-0.00121814	
4.35151e-05	-0.785527	9.30737e-05	1.04713	7.16881e-06	-1.0441	-2.67385e-05	0.00210572	-0.0137158	0.00881125	-0.0166886	-0.00263478	0.22611	-0.000864727	
6.70577e-05	-0.785677	0.000183107	1.04693	-2.84273e-05	-1.04176	-3.59854e-05	0.00259823	-0.0163185	0.00918083	-0.0234711	-0.00435392	0.242942	-0.00109159	
9.08082e-05	-0.785864	0.000281201	1.04663	-7.40833e-05	-1.03932	-4.6353e-05	0.00218399	-0.0211058	0.0103914	-0.0369828	-0.00464743	0.245021	-0.00111292	
0.000113483	-0.786088	0.000385636	1.04622	-0.000122834	-1.03684	-5.58122e-05	0.00235092	-0.0235901	0.0104882	-0.0443656	-0.00497225	0.249852	-0.000935304	
0.000133399	-0.786331	0.000493745	1.04575	-0.000173003	-1.03435	-6.35975e-05	0.00165315	-0.0250738	0.0111045	-0.0496258	-0.00492966	0.249585	-0.000777667	
0.000149043	-0.786591	0.000605624	1.04523	-0.000223378	-1.03184	-6.95279e-05	0.00148041	-0.0269561	0.0112597	-0.0555546	-0.0050113	0.251938	-0.000572394	
0.000159788	-0.78686	0.000720307	1.04466	-0.000273876	-1.02933	-7.35078e-05	0.000684175	-0.026937	0.0116545	-0.056927	-0.00495057	0.251297	-0.000389851	
0.000164092	-0.787133	0.000837509	1.04408	-0.000324103	-1.02681	-7.56292e-05	0.000183652	-0.0277115	0.0117727	-0.0600848	-0.00495808	0.252125	-0.000201008	
0.000161853	-0.787408	0.000956604	1.04348	-0.000374117	-1.02429	-7.59091e-05	-0.000619343	-0.0273137	0.0120278	-0.0603761	-0.00490611	0.251523	-2.27806e-05	
0.000151935	-0.78768	0.00107727	1.04287	-0.000423724	-1.02178	-7.44382e-05	-0.00135606	-0.02699	0.0120926	-0.0607679	-0.00487832	0.25126	0.000150432	
0.000134272	-0.787947	0.00119895	1.04226	-0.000472981	-1.01927	-7.12843e-05	-0.00216639	-0.0265831	0.0122272	-0.0609197	-0.00483652	0.250733	0.000315422	
0.000108235	-0.788208	0.00132138	1.04166	-0.000521805	-1.01677	-6.65088e-05	-0.00303291	-0.0255188	0.0122463	-0.0594113	-0.00479338	0.249829	0.000475654	
7.36807e-05	-0.788461	0.00144407	1.04107	-0.000570231	-1.01427	-6.02038e-05	-0.00386908	-0.0250794	0.0122769	-0.0593863	-0.0047591	0.249268	0.000625179	
3.03727e-05	-0.788704	0.00156678	1.04049	-0.000618256	-1.01179	-5.24152e-05	-0.00478466	-0.0237014	0.0122537	-0.0570176	-0.00471437	0.248105	0.000772973	
-2.18534e-05	-0.788938	0.00168912	1.03992	-0.000665892	-1.00931	-4.32366e-05	-0.00565263	-0.0231088	0.0122035	-0.0565276	-0.00468475	0.247402	0.000908021	
-8.29998e-05	-0.789162	0.00181087	1.03937	-0.000713185	-1.00685	-3.27124e-05	-0.00656935	-0.0217425	0.012136	-0.0540938	-0.00464692	0.246234	0.001043	
-0.000153182	-0.789375	0.00193175	1.03883	-0.000760141	-1.00439	-2.09239e-05	-0.00745989	-0.0209258	0.0120294	-0.0529655	-0.00462072	0.245351	0.00116556	
-0.000232289	-0.789579	0.00205153	1.03831	-0.000806821	-1.00194	-7.92136e-06	-0.00835466	-0.0197441	0.0119162	-0.0508909	-0.00459357	0.244296	0.00128758	
-0.000320346	-0.789771	0.00217002	1.03781	-0.00085324	-0.999504	6.2316e-06	-0.00925022	-0.0187176	0.0117725	-0.0491582	-0.00457141	0.243265	0.00139944	
-0.000417198	-0.789953	0.00228701	1.03733	-0.000899457	-0.997077	2.14785e-05	-0.010114	-0.0177629	0.0116169	-0.0475483	-0.00455532	0.242347	0.00150909	
-0.000522777	-0.790125	0.00240238	1.03687	-0.0009455	-0.994661	3.77713e-05	-0.0109958	-0.0166051	0.0114485	-0.0454028	-0.00453892	0.241238	0.00161144	
-0.000636912	-0.790287	0.00251595	1.03642	-0.000991414	-0.992253	5.50512e-05	-0.0118255	-0.0158385	0.011258	-0.0441658	-0.00453245	0.24043	0.00170993	
-0.000759457	-0.790439	0.00262763	1.03599	-0.00103724	-0.989856	7.32809e-05	-0.0126781	-0.0146532	0.0110714	-0.0418639	-0.00452368	0.239324	0.00180349	
-0.000890234	-0.790582	0.0027373	1.03558	-0.00108302	-0.987467	9.24038e-05	-0.0134723	-0.0140034	0.0108564	-0.0408298	-0.00452494	0.238581	0.00189231	
-0.00102904	-0.790716	0.00284489	1.03518	-0.0011288	-0.985088	0.000112389	-0.0142844	-0.0128864	0.0106545	-0.0386114	-0.00452505	0.237546	0.00197756	
-0.0011757	-0.790842	0.00295032	1.0348	-0.0011746	-0.982717	0.000133185	-0.0150417	-0.0122848	0.0104253	-0.0376182	-0.00453249	0.236831	0.00205817	
-0.00132996	-0.79096	0.00305352	1.03443	-0.00122048	-0.980354	0.000154763	-0.0158063	-0.0113037	0.0102101	-0.0356568	-0.00454185	0.235911	0.00213562	
-0.00149163	-0.79107	0.00315447	1.03408	-0.00126645	-0.978	0.000177081	-0.0165249	-0.0107024	0.00997493	-0.0345956	-0.00455459	0.235204	0.00220922	
-0.00166047	-0.791173	0.00325311	1.03374	-0.00131257	-0.975653	0.00020011	-0.0172382	-0.00988978	0.00974898	-0.0329814	-0.00457266	0.234418	0.00227953	
-0.00183626	-0.791269	0.00334945	1.03342	-0.00135887	-0.973313	0.000223814	-0.0179165	-0.0092676	0.00951374	-0.0318097	-0.00459049	0.233717	0.00234702	
-0.00201874	-0.791358	0.00344344	1.03311	-0.00140537	-0.97098	0.000248165	-0.0185769	-0.00862423	0.00928058	-0.0305564	-0.00461614	0.233061	0.00241093	
-0.00220771	-0.791441	0.0035351	1.03281	-0.0014521	-0.968654	0.000273136	-0.0192133	-0.00798262	0.00904847	-0.0292889	-0.00463922	0.232376	0.00247295	
-0.00240289	-0.791518	0.00362442	1.03252	-0.00149911	-0.966334	0.000298698	-0.0198209	-0.00748605	0.00881238	-0.0283539	-0.00467109	0.231836	0.00253129	
-0.00260408	-0.79159	0.00371143	1.03224	-0.0015464	-0.96402	0.000324828	-0.0204141	-0.00684169	0.00858485	-0.0270433	-0.00469969	0.231187	0.00258829	
-0.00281101	-0.791656	0.00379612	1.03198	-0.00159402	-0.961712	0.0003515	-0.02097	-0.0064565	0.00835021	-0.0263521	-0.00473645	0.23074	0.00264184	
-0.00302347	-0.791718	0.00387852	1.03172	-0.00164199	-0.959408	0.000378695	-0.0215189	-0.00583278	0.00812774	-0.0250676	-0.00477072	0.230145	0.00269421	
-0.0032412	-0.791774	0.00395866	1.03147	-0.00169032	-0.95711	0.000406388	-0.0220253	-0.00551985	0.00789839	-0.0245364	-0.00481134	0.229769	0.00274364	
-0.00346398	-0.791826	0.00403657	1.03123	-0.00173905	-0.954816	0.000434564	-0.0225291	-0.0049397	0.00768126	-0.0233458	-0.00485116	0.229246	0.00279175	
-0.00369158	-0.791874	0.00411229	1.031	-0.00178819	-0.952526	0.000463199	-0.0229887	-0.00466334	0.00746007	-0.022898	-0.00489496	0.228923	0.00283761	
-0.00392376	-0.791918	0.00418584	1.03078	-0.00183777	-0.95024	0.000492279	-0.0234468	-0.00414431	0.00724872	-0.0218549	-0.00493997	0.228482	0.00288184	
-0.00416032	-0.791958	0.00425728	1.03056	-0.0018878	-0.947958	0.000521785	-0.0238624	-0.00387654	0.00703749	-0.0214316	-0.00498658	0.2282	0.00292453	
-0.00440101	-0.791995	0.00432663	1.03035	-0.00193831	-0.945679	0.000551704	-0.0242746	-0.00342827	0.00683272	-0.020569	-0.00503618	0.227847	0.0029653	
-0.00464563	-0.792028	0.00439396	1.03015	-0.00198931	-0.943403	0.000582017	-0.0246493	-0.00315062	0.00663225	-0.0201333	-0.00508549	0.227597	0.0030051	
-0.00489396	-0.792057	0.00445931	1.02995	-0.00204082	-0.941129	0.000612712	-0.0250159	-0.00277446	0.00643508	-0.0194627	-0.00513899	0.227332	0.00304281	
-0.0051458	-0.792084	0.00452271	1.02976	-0.00209285	-0.938858	0.000643775	-0.0253524	-0.00247775	0.00624547	-0.018999	-0.00519103	0.227112	0.00307993	
-0.00540094	-0.792107	0.00458423	1.02957	-0.00214542	-0.936589	0.000675194	-0.0256744	-0.00216775	0.00605699	-0.0185123	-0.00524773	0.22693	0.00311497	
-0.00565918	-0.792127	0.0046439	1.02939	-0.00219854	-0.934322	0.000706955	-0.0259747	-0.00185061	0.00587794	-0.018023	-0.00530257	0.226743	0.00314956	
-0.00592033	-0.792144	0.00470179	1.02921	-0.00225223	-0.932056	0.000739047	-0.0262539	-0.00159548	0.00569909	-0.0176979	-0.00536183	0.226636	0.00318226	
-0.00618419	-0.792158	0.00475794	1.02903	-0.0023065	-0.929791	0.00077146	-0.0265196	-0.00126215	0.00553014	-0.0171977	-0.00541948	0.226486	0.00321448	
-0.00645058	-0.79217	0.00481239	1.02886	-0.00236137	-0.927528	0.000804181	-0.0267584	-0.00104749	0.00536157	-0.017003	-0.00548082	0.226445	0.0032451	
-0.00671932	-0.792178	0.00486521	1.02869	-0.00241683	-0.925265	0.000837201	-0.0269905	-0.000705435	0.00520229	-0.0165137	-0.00554122	0.226337	0.0032751	
-0.00699023	-0.792185	0.00491644	1.02853	-0.00247292	-0.923003	0.000870509	-0.0271916	-0.000515863	0.00504429	-0.0164147	-0.00560427	0.226351	0.00330385	
-0.00726314	-0.792188	0.00496613	1.02837	-0.00252962	-0.920741	0.000904099	-0.027391	-0.000173683	0.0048944	-0.01596	-0.00566727	0.226292	0.00333179	
-0.00753787	-0.792189	0.00501434	1.02821	-0.00258697	-0.918478	0.000937957	-0.0275575	5.35741e-06	0.00474692	-0.0159234	-0.00573182	0.226353	0.00335881	
-0.00781428	-0.792187	0.0050611	1.02805	-0.00264496	-0.916216	0.000972078	-0.0277247	0.000339668	0.00460623	-0.0155248	-0.00579718	0.226346	0.00338486	
-0.00809219	-0.792183	0.00510647	1.0279	-0.0027036	-0.913953	0.00100645	-0.0278594	0.000520638	0.00446895	-0.0155217	-0.00586313	0.226447	0.00341023	
-0.00837146	-0.792176	0.0051505	1.02774	-0.00276291	-0.91169	0.00104107	-0.0279951	0.000840849	0.00433735	-0.0151962	-0.00593057	0.226494	0.00343455	
-0.00865193	-0.792167	0.00519322	1.02759	-0.00282289	-0.909425	0.00107592	-0.028101	0.00103336	0.0042098	-0.0152042	-0.00599786	0.22663	0.00345836	
-0.00893345	-0.792155	0.0052347	1.02744	-0.00288355	-0.907159	0.00111101	-0.0282059	0.00133565	0.0040872	-0.0149622	-0.00606709	0.226733	0.00348108	
-0.0092159	-0.79214	0.00527498	1.02729	-0.0029449	-0.904892	0.00114632	-0.0282854	0.0015462	0.00396883	-0.0149664	-0.00613571	0.226901	0.00350337	
-0.00949912	-0.792123	0.00531409	1.02714	-0.00300694	-0.902623	0.00118184	-0.0283605	0.00182934	0.00385508	-0.014812	-0.00620644	0.227059	0.00352464	
-0.00978299	-0.792104	0.00535208	1.02699	-0.00306968	-0.900353	0.00121756	-0.0284157	0.00206142	0.00374536	-0.0148047	-0.00627638	0.227256	0.00354546	
